session_id,user_pseudo_id,session_start,session_end,device_category,traffic_source,traffic_medium,item_id,product_category,price_tier,item_price,intent_level,dropoff_reason,category_viewed,order_id,order_revenue,page_view,view_item_list,view_item,add_to_cart,begin_checkout,purchase,avg_scroll_depth,reached_home,reached_plp,reached_pdp,reached_atc,reached_checkout,purchased,pdp_view_count,session_duration_sec,variant,is_returned,payment_method
sess_uid_9aec608e_20240321032900,uid_9aec608e,2024-03-21 03:29:11,2024-03-21 03:29:11,mobile,instagram,paid_social,LUM-VP-02,Value Pack,high,64.99,very_low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9afcfc5c_20240220190500,uid_9afcfc5c,2024-02-20 19:05:09,2024-02-20 19:09:32,desktop,google,cpc,LUM-SH-02,Shampoo,low,23.99,high,comparison_intent,Shampoo,,0.0,1,1,2,0,0,0,0.49,True,True,True,False,False,False,2,263.0,treatment,,
sess_uid_9b07a8fd_20240110091600,uid_9b07a8fd,2024-01-10 09:16:15,2024-01-10 09:16:15,desktop,instagram,paid_social,LUM-VP-01,Value Pack,high,59.99,very_low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b080b42_20240307204300,uid_9b080b42,2024-03-07 20:43:16,2024-03-07 20:43:16,mobile,tiktok,paid_social,LUM-SH-01,Shampoo,low,21.99,low,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b080b42_20240404184300,uid_9b080b42,2024-04-04 18:43:19,2024-04-04 18:44:02,mobile,tiktok,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,impulse_faded,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,43.0,control,,
sess_uid_9b111786_20240120094000,uid_9b111786,2024-01-20 09:40:03,2024-01-20 09:40:59,mobile,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,price_shock,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,56.0,control,,
sess_uid_9b111786_20240211224000,uid_9b111786,2024-02-11 22:40:08,2024-02-11 22:40:31,mobile,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,impulse_faded,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,23.0,control,,
sess_uid_9b111786_20240228154000,uid_9b111786,2024-02-28 15:40:10,2024-02-28 15:40:10,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b111786_20240310034000,uid_9b111786,2024-03-10 03:40:19,2024-03-10 03:40:19,mobile,instagram,paid_social,LUM-BW-02,Body Wash,low,22.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b111786_20240328014000,uid_9b111786,2024-03-28 01:40:06,2024-03-28 01:40:06,desktop,instagram,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b129840_20240308124200,uid_9b129840,2024-03-08 12:42:05,2024-03-08 12:42:39,mobile,direct,none,LUM-BDL-03,Bundle,mid,44.99,very_high,converted,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,34.0,control,,
sess_uid_9b129840_20240402034200,uid_9b129840,2024-04-02 03:42:20,2024-04-02 03:44:01,desktop,direct,none,LUM-BDL-02,Bundle,mid,39.99,very_high,price_barrier,Bundle,,0.0,1,1,1,0,0,0,0.22,True,True,True,False,False,False,1,101.0,control,,
sess_uid_9b19d16d_20240313205600,uid_9b19d16d,2024-03-13 20:56:20,2024-03-13 20:56:20,desktop,instagram,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b19d16d_20240404005600,uid_9b19d16d,2024-04-04 00:56:14,2024-04-04 00:56:14,desktop,instagram,paid_social,LUM-VP-01,Value Pack,high,59.99,very_low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b1ad8a9_20240119122200,uid_9b1ad8a9,2024-01-19 12:22:13,2024-01-19 12:23:17,desktop,google,cpc,LUM-SH-02,Shampoo,low,23.99,high,converted,Shampoo,,0.0,1,1,1,1,0,0,0.9,True,True,True,True,False,False,1,64.0,control,,
sess_uid_9b2363ad_20240110112800,uid_9b2363ad,2024-01-10 11:28:03,2024-01-10 11:28:15,mobile,instagram,paid_social,LUM-BW-01,Body Wash,low,21.99,low,converted,Body Wash,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,12.0,control,,
sess_uid_9b2363ad_20240124032800,uid_9b2363ad,2024-01-24 03:28:20,2024-01-24 03:29:10,mobile,referral,referral,LUM-SH-01,Shampoo,low,21.99,high,converted,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,50.0,control,,
sess_uid_9b2363ad_20240206042800,uid_9b2363ad,2024-02-06 04:28:18,2024-02-06 04:28:18,mobile,referral,referral,LUM-BDL-03,Bundle,mid,44.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b25ce49_20240115162300,uid_9b25ce49,2024-01-15 16:23:17,2024-01-15 16:23:17,mobile,referral,referral,LUM-BDL-02,Bundle,mid,39.99,high,price_barrier,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b25ce49_20240126212300,uid_9b25ce49,2024-01-26 21:23:02,2024-01-26 21:23:02,mobile,google,cpc,LUM-SH-02,Shampoo,low,23.99,high,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b25ce49_20240221022300,uid_9b25ce49,2024-02-21 02:23:20,2024-02-21 02:23:20,mobile,instagram,paid_social,LUM-BDL-01,Bundle,mid,42.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b25ce49_20240310132300,uid_9b25ce49,2024-03-10 13:23:19,2024-03-10 13:24:10,mobile,google,cpc,LUM-VP-01,Value Pack,high,59.99,low,impulse_faded,Value Pack,,0.0,1,1,1,0,0,0,0.1,True,True,True,False,False,False,1,51.0,treatment,,
sess_uid_9b2ec779_20240220021500,uid_9b2ec779,2024-02-20 02:15:20,2024-02-20 02:16:58,mobile,instagram,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,impulse_faded,Bundle,,0.0,1,1,1,0,0,0,0.07,True,True,True,False,False,False,1,98.0,control,,
sess_uid_9b2ec779_20240229061500,uid_9b2ec779,2024-02-29 06:15:12,2024-02-29 06:15:12,mobile,instagram,paid_social,LUM-SH-01,Shampoo,low,21.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b2ec779_20240324031500,uid_9b2ec779,2024-03-24 03:15:20,2024-03-24 03:15:20,mobile,instagram,paid_social,LUM-BDL-01,Bundle,mid,42.99,low,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b327069_20240202155200,uid_9b327069,2024-02-02 15:52:03,2024-02-02 15:52:19,tablet,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,distraction,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,16.0,treatment,,
sess_uid_9b327069_20240216135200,uid_9b327069,2024-02-16 13:52:12,2024-02-16 13:52:12,tablet,tiktok,paid_social,LUM-BW-02,Body Wash,low,22.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b33ade6_20240204143700,uid_9b33ade6,2024-02-04 14:37:12,2024-02-04 14:37:12,desktop,instagram,paid_social,LUM-BW-01,Body Wash,low,21.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b33ade6_20240219093700,uid_9b33ade6,2024-02-19 09:37:03,2024-02-19 09:37:03,desktop,tiktok,paid_social,LUM-CD-01,Conditioner,low,24.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b33ade6_20240307063700,uid_9b33ade6,2024-03-07 06:37:09,2024-03-07 06:37:09,desktop,instagram,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b35ed0f_20240320223100,uid_9b35ed0f,2024-03-20 22:31:14,2024-03-20 22:38:19,mobile,email,email,LUM-BDL-03,Bundle,mid,44.99,very_high,decision_friction,Bundle,,0.0,1,1,3,0,0,0,0.8966666666666666,True,True,True,False,False,False,3,425.0,control,,
sess_uid_9b3f1312_20240318164900,uid_9b3f1312,2024-03-18 16:49:12,2024-03-18 16:52:27,mobile,email,email,LUM-BDL-01,Bundle,mid,42.99,very_high,converted,Bundle,ord_35852e,42.99,1,1,1,1,1,1,0.56,True,True,True,True,True,True,1,195.0,control,False,shop_pay
sess_uid_9b3f1d38_20240320144800,uid_9b3f1d38,2024-03-20 14:48:17,2024-03-20 14:53:18,desktop,email,email,LUM-SH-02,Shampoo,low,23.99,very_high,converted,Shampoo,ord_225dde,23.99,1,1,1,1,1,1,0.78,True,True,True,True,True,True,1,301.0,treatment,True,apple_pay
sess_uid_9b3f1d38_20240329044800,uid_9b3f1d38,2024-03-29 04:48:14,2024-03-29 04:51:29,desktop,email,email,LUM-SH-03,Shampoo,mid,39.99,very_high,converted,Shampoo,,0.0,1,1,1,1,1,0,0.84,True,True,True,True,True,False,1,195.0,treatment,,
sess_uid_9b45479c_20240210232400,uid_9b45479c,2024-02-10 23:24:18,2024-02-10 23:26:12,mobile,referral,referral,LUM-CD-01,Conditioner,low,24.99,high,converted,Conditioner,,0.0,1,1,1,1,0,0,0.77,True,True,True,True,False,False,1,114.0,control,,
sess_uid_9b462517_20240222193800,uid_9b462517,2024-02-22 19:38:08,2024-02-22 19:38:49,desktop,direct,none,LUM-BW-02,Body Wash,low,22.99,very_high,converted,Body Wash,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,41.0,treatment,,
sess_uid_9b497344_20240110174200,uid_9b497344,2024-01-10 17:42:02,2024-01-10 17:42:02,mobile,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b51abd8_20240319090200,uid_9b51abd8,2024-03-19 09:02:15,2024-03-19 09:02:15,desktop,google,cpc,LUM-BW-02,Body Wash,low,22.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b51abd8_20240331120200,uid_9b51abd8,2024-03-31 12:02:02,2024-03-31 12:02:02,desktop,google,cpc,LUM-VP-01,Value Pack,high,59.99,medium,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b5fb84c_20240201222800,uid_9b5fb84c,2024-02-01 22:28:09,2024-02-01 22:28:59,mobile,referral,referral,LUM-VP-01,Value Pack,high,59.99,low,distraction,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,50.0,treatment,,
sess_uid_9b5fb84c_20240229182800,uid_9b5fb84c,2024-02-29 18:28:08,2024-02-29 18:29:32,mobile,email,email,LUM-BDL-02,Bundle,mid,39.99,very_high,out_of_stock,Bundle,,0.0,1,1,1,0,0,0,0.43,True,True,True,False,False,False,1,84.0,treatment,,
sess_uid_9b5fb84c_20240315002800,uid_9b5fb84c,2024-03-15 00:28:19,2024-03-15 00:30:18,mobile,email,email,LUM-SH-03,Shampoo,mid,39.99,very_high,out_of_stock,Shampoo,,0.0,1,1,1,0,0,0,0.44,True,True,True,False,False,False,1,119.0,treatment,,
sess_uid_9b60e7e2_20240221231500,uid_9b60e7e2,2024-02-21 23:15:09,2024-02-21 23:16:40,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,wrong_audience,Conditioner,,0.0,1,1,1,0,0,0,0.01,True,True,True,False,False,False,1,91.0,treatment,,
sess_uid_9b60e7e2_20240301221500,uid_9b60e7e2,2024-03-01 22:15:12,2024-03-01 22:15:12,mobile,instagram,paid_social,LUM-VP-03,Value Pack,high,54.99,very_low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b60e7e2_20240314051500,uid_9b60e7e2,2024-03-14 05:15:04,2024-03-14 05:15:04,mobile,instagram,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b60e7e2_20240326161500,uid_9b60e7e2,2024-03-26 16:15:06,2024-03-26 16:15:06,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b60e7e2_20240403221500,uid_9b60e7e2,2024-04-03 22:15:07,2024-04-03 22:15:07,mobile,instagram,paid_social,LUM-VP-02,Value Pack,high,64.99,very_low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b67c6f0_20240217111300,uid_9b67c6f0,2024-02-17 11:13:13,2024-02-17 11:14:06,mobile,direct,none,LUM-VP-02,Value Pack,high,64.99,medium,comparison_intent,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,53.0,control,,
sess_uid_9b67c6f0_20240302051300,uid_9b67c6f0,2024-03-02 05:13:06,2024-03-02 05:13:06,mobile,direct,none,LUM-VP-03,Value Pack,high,54.99,medium,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b67c6f0_20240318091300,uid_9b67c6f0,2024-03-18 09:13:10,2024-03-18 09:13:10,mobile,instagram,paid_social,LUM-BW-01,Body Wash,low,21.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b775241_20240212142000,uid_9b775241,2024-02-12 14:20:07,2024-02-12 14:20:07,mobile,tiktok,paid_social,LUM-SH-01,Shampoo,low,21.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b775241_20240311162000,uid_9b775241,2024-03-11 16:20:15,2024-03-11 16:20:15,desktop,tiktok,paid_social,LUM-VP-01,Value Pack,high,59.99,very_low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b77fd93_20240218060500,uid_9b77fd93,2024-02-18 06:05:05,2024-02-18 06:05:05,mobile,tiktok,paid_social,LUM-VP-01,Value Pack,high,59.99,very_low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b77fd93_20240315030500,uid_9b77fd93,2024-03-15 03:05:02,2024-03-15 03:07:10,mobile,google,cpc,LUM-BDL-01,Bundle,mid,42.99,high,converted,Bundle,,0.0,1,1,1,1,1,0,0.55,True,True,True,True,True,False,1,128.0,control,,
sess_uid_9b7970a6_20240303085800,uid_9b7970a6,2024-03-03 08:58:18,2024-03-03 08:58:18,mobile,instagram,paid_social,LUM-BW-01,Body Wash,low,21.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b7970a6_20240317095800,uid_9b7970a6,2024-03-17 09:58:09,2024-03-17 09:58:09,mobile,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b9270b0_20240229160800,uid_9b9270b0,2024-02-29 16:08:08,2024-02-29 16:08:08,mobile,google,cpc,LUM-BDL-01,Bundle,mid,42.99,high,price_barrier,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9b9270b0_20240329020800,uid_9b9270b0,2024-03-29 02:08:03,2024-03-29 02:09:00,desktop,instagram,paid_social,LUM-VP-01,Value Pack,high,59.99,very_low,price_shock,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,57.0,control,,
sess_uid_9b9270b0_20240406030800,uid_9b9270b0,2024-04-06 03:08:04,2024-04-06 03:10:01,mobile,google,cpc,LUM-SH-01,Shampoo,low,21.99,high,comparison_intent,Shampoo,,0.0,1,1,2,0,0,0,0.515,True,True,True,False,False,False,2,117.0,control,,
sess_uid_9b96597b_20240123222700,uid_9b96597b,2024-01-23 22:27:02,2024-01-23 22:27:02,desktop,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b96597b_20240210092700,uid_9b96597b,2024-02-10 09:27:20,2024-02-10 09:27:20,desktop,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b96597b_20240221032700,uid_9b96597b,2024-02-21 03:27:02,2024-02-21 03:27:02,desktop,instagram,paid_social,LUM-BW-01,Body Wash,low,21.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b9e9575_20240126003800,uid_9b9e9575,2024-01-26 00:38:19,2024-01-26 00:43:37,mobile,direct,none,LUM-SH-01,Shampoo,low,21.99,very_high,converted,Shampoo,,0.0,1,1,2,1,0,0,0.655,True,True,True,True,False,False,2,318.0,treatment,,
sess_uid_9b9e9575_20240223133800,uid_9b9e9575,2024-02-23 13:38:13,2024-02-23 13:38:51,desktop,email,email,LUM-BDL-02,Bundle,mid,39.99,very_high,decision_friction,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,38.0,treatment,,
sess_uid_9b9e9575_20240313003800,uid_9b9e9575,2024-03-13 00:38:13,2024-03-13 00:38:13,mobile,tiktok,paid_social,LUM-SH-01,Shampoo,low,21.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9b9e9575_20240328173800,uid_9b9e9575,2024-03-28 17:38:01,2024-03-28 17:38:57,desktop,instagram,paid_social,LUM-SH-03,Shampoo,mid,39.99,low,impulse_faded,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,56.0,treatment,,
sess_uid_9ba6f9e6_20240206043000,uid_9ba6f9e6,2024-02-06 04:30:13,2024-02-06 04:30:13,mobile,google,cpc,LUM-CD-01,Conditioner,low,24.99,high,comparison_intent,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9ba6f9e6_20240305213000,uid_9ba6f9e6,2024-03-05 21:30:01,2024-03-05 21:30:38,mobile,google,cpc,LUM-BW-02,Body Wash,low,22.99,high,converted,Body Wash,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,37.0,treatment,,
sess_uid_9ba6f9e6_20240328073000,uid_9ba6f9e6,2024-03-28 07:30:13,2024-03-28 07:30:13,mobile,email,email,LUM-BW-01,Body Wash,low,21.99,very_high,out_of_stock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9ba6f9e6_20240405093000,uid_9ba6f9e6,2024-04-05 09:30:02,2024-04-05 09:31:37,mobile,direct,none,LUM-CD-01,Conditioner,low,24.99,very_high,price_barrier,Conditioner,,0.0,1,1,1,0,0,0,0.15,True,True,True,False,False,False,1,95.0,treatment,,
sess_uid_9babbb6e_20240304174100,uid_9babbb6e,2024-03-04 17:41:08,2024-03-04 17:41:08,desktop,tiktok,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9bac5d7e_20240319183000,uid_9bac5d7e,2024-03-19 18:30:07,2024-03-19 18:31:05,mobile,tiktok,paid_social,LUM-SH-01,Shampoo,low,21.99,low,impulse_faded,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,58.0,control,,
sess_uid_9bac5d7e_20240403053000,uid_9bac5d7e,2024-04-03 05:30:18,2024-04-03 05:30:57,mobile,instagram,paid_social,LUM-BW-01,Body Wash,low,21.99,low,impulse_faded,Body Wash,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,39.0,control,,
sess_uid_9bb36a85_20240129044000,uid_9bb36a85,2024-01-29 04:40:12,2024-01-29 04:40:12,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9bb36a85_20240217134000,uid_9bb36a85,2024-02-17 13:40:11,2024-02-17 13:41:09,mobile,instagram,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,price_shock,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,58.0,control,,
sess_uid_9bca6a47_20240315013400,uid_9bca6a47,2024-03-15 01:34:19,2024-03-15 01:35:05,tablet,google,cpc,LUM-SH-03,Shampoo,mid,39.99,high,decision_friction,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,46.0,treatment,,
sess_uid_9bca6a47_20240329223400,uid_9bca6a47,2024-03-29 22:34:13,2024-03-29 22:39:58,tablet,google,cpc,LUM-BDL-02,Bundle,mid,39.99,high,decision_friction,Bundle,,0.0,1,1,2,0,0,0,0.73,True,True,True,False,False,False,2,345.0,treatment,,
sess_uid_9bcd134c_20240318053300,uid_9bcd134c,2024-03-18 05:33:09,2024-03-18 05:34:48,mobile,email,email,LUM-SH-03,Shampoo,mid,39.99,very_high,out_of_stock,Shampoo,,0.0,1,1,1,0,0,0,0.43,True,True,True,False,False,False,1,99.0,treatment,,
sess_uid_9bcd134c_20240402143300,uid_9bcd134c,2024-04-02 14:33:16,2024-04-02 14:33:35,mobile,email,email,LUM-CD-01,Conditioner,low,24.99,very_high,converted,Conditioner,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,19.0,treatment,,
sess_uid_9bd1f454_20240207035400,uid_9bd1f454,2024-02-07 03:54:20,2024-02-07 03:54:44,desktop,tiktok,paid_social,LUM-BDL-01,Bundle,mid,42.99,low,distraction,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,24.0,control,,
sess_uid_9bd3e6ef_20240222134300,uid_9bd3e6ef,2024-02-22 13:43:02,2024-02-22 13:43:02,mobile,instagram,paid_social,LUM-BDL-01,Bundle,mid,42.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9bd3e6ef_20240309044300,uid_9bd3e6ef,2024-03-09 04:43:20,2024-03-09 04:43:20,tablet,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9bd528f4_20240227175300,uid_9bd528f4,2024-02-27 17:53:19,2024-02-27 17:54:01,desktop,instagram,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,distraction,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,42.0,control,,
sess_uid_9bd528f4_20240321085300,uid_9bd528f4,2024-03-21 08:53:02,2024-03-21 08:53:02,desktop,instagram,paid_social,LUM-VP-02,Value Pack,high,64.99,very_low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9bd528f4_20240330175300,uid_9bd528f4,2024-03-30 17:53:17,2024-03-30 17:59:53,desktop,google,cpc,LUM-BDL-02,Bundle,mid,39.99,high,decision_friction,Bundle,,0.0,1,1,3,0,0,0,0.8233333333333333,True,True,True,False,False,False,3,396.0,control,,
sess_uid_9bd64753_20240307182700,uid_9bd64753,2024-03-07 18:27:15,2024-03-07 18:28:11,mobile,google,cpc,LUM-BW-02,Body Wash,low,22.99,high,converted,Body Wash,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,56.0,treatment,,
sess_uid_9bd64753_20240320182700,uid_9bd64753,2024-03-20 18:27:07,2024-03-20 18:27:07,mobile,google,cpc,LUM-BDL-03,Bundle,mid,44.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_9bd64753_20240330072700,uid_9bd64753,2024-03-30 07:27:05,2024-03-30 07:28:02,mobile,referral,referral,LUM-BDL-03,Bundle,mid,44.99,high,converted,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,57.0,treatment,,
sess_uid_9be981c9_20240317211600,uid_9be981c9,2024-03-17 21:16:04,2024-03-17 21:16:04,mobile,instagram,paid_social,LUM-VP-03,Value Pack,high,54.99,very_low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9be981c9_20240326091600,uid_9be981c9,2024-03-26 09:16:13,2024-03-26 09:16:13,mobile,instagram,paid_social,LUM-BW-02,Body Wash,low,22.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9bedf1f1_20240216145700,uid_9bedf1f1,2024-02-16 14:57:07,2024-02-16 14:57:56,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,impulse_faded,Conditioner,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,49.0,control,,
sess_uid_9bedf1f1_20240228155700,uid_9bedf1f1,2024-02-28 15:57:19,2024-02-28 16:02:15,mobile,google,cpc,LUM-BW-01,Body Wash,low,21.99,high,converted,Body Wash,ord_7536db,21.99,1,1,1,1,1,1,0.94,True,True,True,True,True,True,1,296.0,control,False,apple_pay
sess_uid_9bedf1f1_20240329095700,uid_9bedf1f1,2024-03-29 09:57:13,2024-03-29 09:57:13,mobile,google,cpc,LUM-BDL-03,Bundle,mid,44.99,high,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9bf51120_20240307205000,uid_9bf51120,2024-03-07 20:50:06,2024-03-07 20:50:16,mobile,google,cpc,LUM-VP-01,Value Pack,high,59.99,low,impulse_faded,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,10.0,control,,
sess_uid_9bfb10cc_20240302141200,uid_9bfb10cc,2024-03-02 14:12:19,2024-03-02 14:12:19,mobile,tiktok,paid_social,LUM-CD-01,Conditioner,low,24.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_9bfb10cc_20240331221200,uid_9bfb10cc,2024-03-31 22:12:01,2024-03-31 22:12:50,tablet,tiktok,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,price_shock,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,49.0,control,,
sess_uid_9c0aaeea_20240202010000,uid_9c0aaeea,2024-02-02 01:00:18,2024-02-02 01:00:18,mobile,google,cpc,LUM-VP-02,Value Pack,high,64.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
